40.29,33.09,1
40.34,33.09,1
40.38,33.06,1
40.38,33.09,1
40.25,33.32,1
40.13,33.45,1
40.01,33.44,1
39.90,33.37,1
39.79,33.22,1
39.70,33.14,1
39.58,33.12,1
39.48,33.10,1
